source,cytokine,tf,assay,species,function,interaction,year
24994901,CSF1,FOS,ChIP,M,,CSF1_FOS,2014
22284418,CSF3,FOS,ChIP,M,,CSF3_FOS,2012
19285436,IFNG,FOS,Functional assay,M,R,IFNG_FOS,2009
12842891,IFNG,FOS,Functional assay,M,A,IFNG_FOS,2003
16713974,IFNG,FOS,Functional assay,M,A,IFNG_FOS,2006
19285436,IL12B,FOS,Functional assay,M,R,IL12B_FOS,2009
15494506,IL13,FOS,Binding assay,M,,IL13_FOS,2004
15494506,IL13,FOS,ChIP,M,,IL13_FOS,2004
10975835,IL18,FOS,Binding assay,M,,IL18_FOS,2000
7989759,IL2,FOS,Binding assay,M,,IL2_FOS,1994
1737937,IL2,FOS,Binding assay,M,,IL2_FOS,1992
1305903,IL2,FOS,Functional assay,M,A,IL2_FOS,1992
19181930,IL2,FOS,Functional assay,M,A,IL2_FOS,2009
19592489,IL23A,FOS,Binding assay,M,,IL23A_FOS,2009
21482740,IL27,FOS,Binding assay,M,,IL27_FOS,2011
21482740,IL27,FOS,ChIP,M,,IL27_FOS,2011
25595785,IL31,FOS,Functional assay,M,A,IL31_FOS,2015
16373364,IL5,FOS,Binding assay,M,,IL5_FOS,2006
16373364,IL5,FOS,Functional assay,M,A,IL5_FOS,2006
20351184,IL6,FOS,ChIP,M,,IL6_FOS,2010
24994901,IL6,FOS,ChIP,M,,IL6_FOS,2014
19285436,TNF,FOS,Binding assay,M,,TNF_FOS,2009
19285436,TNF,FOS,ChIP,M,,TNF_FOS,2009
19285436,TNF,FOS,Functional assay,M,R,TNF_FOS,2009
20927330,IL11,FOSB,Binding assay,M,,IL11_FOSB,2010
7989759,IL2,FOSB,Functional assay,M,A,IL2_FOSB,1994
9826775,TNF,FOSB,Binding assay,M,,TNF_FOSB,1998
12929935,IL11,FOSL1,Binding assay,M,,IL11_FOSL1,2003
12929935,IL11,FOSL2,Binding assay,M,,IL11_FOSL2,2003
21832163,IL2,FOSL2,ChIP,M,,IL2_FOSL2,2011
20427335,TGFB1,FOSL2,Binding assay,M,,TGFB1_FOSL2,2010
20427335,TGFB1,FOSL2,Functional assay,M,A,TGFB1_FOSL2,2010
20427335,TGFB3,FOSL2,Functional assay,M,A,TGFB3_FOSL2,2010
22248045,CXCL12,FOXC1,ChIP,M,,CXCL12_FOXC1,2012
22248045,CXCL12,FOXC1,Functional assay,M,A,CXCL12_FOXC1,2012
27995618,IL10,FOXD3,ChIP,M,,IL10_FOXD3,2017
27995618,IL10,FOXD3,Functional assay,M,R,IL10_FOXD3,2017
19026986,CCL2,FOXO1,Functional assay,M,A,CCL2_FOXO1,2009
25918228,CCL20,FOXO1,Functional assay,M,A,CCL20_FOXO1,2015
19026986,IL6,FOXO1,Functional assay,M,A,IL6_FOXO1,2009
25918228,TGFB1,FOXO1,Functional assay,M,A,TGFB1_FOXO1,2015
12750477,TNFSF10,FOXO3,Binding assay,M,,TNFSF10_FOXO3,2003
12750477,TNFSF10,FOXO3,Functional assay,M,A,TNFSF10_FOXO3,2003
28011648,IL10,FOXO4,ChIP,M,,IL10_FOXO4,2017
28011648,IL10,FOXO4,Functional assay,M,A,IL10_FOXO4,2017
20185820,IL6,FOXP1,ChIP,M,,IL6_FOXP1,2010
20185820,IL6,FOXP1,Functional assay,M,R,IL6_FOXP1,2010
17028180,IFNG,FOXP3,ChIP,M,,IFNG_FOXP3,2006
17028180,IFNG,FOXP3,Functional assay,M,R,IFNG_FOXP3,2006
18368049,IL17A,FOXP3,Functional assay,M,R,IL17A_FOXP3,2008
16873067,IL2,FOXP3,Binding assay,M,,IL2_FOXP3,2006
23275607,IL2,FOXP3,ChIP,M,,IL2_FOXP3,2013
17922010,IL2,FOXP3,ChIP,M,,IL2_FOXP3,2007
16873067,IL2,FOXP3,ChIP,M,,IL2_FOXP3,2006
17028180,IL2,FOXP3,ChIP,M,,IL2_FOXP3,2006
17922010,IL2,FOXP3,Functional assay,M,R,IL2_FOXP3,2007
16873067,IL2,FOXP3,Functional assay,M,R,IL2_FOXP3,2006
17028180,IL2,FOXP3,Functional assay,M,R,IL2_FOXP3,2006
11483607,IL2,FOXP3,Functional assay,M,R,IL2_FOXP3,2001
26365427,IL9,FOXP3,ChIP,M,,IL9_FOXP3,2015
26365427,IL9,FOXP3,Functional assay,M,R,IL9_FOXP3,2015
27861999,TGFB1,FOXP3,ChIP,M,,TGFB1_FOXP3,2017
21454555,IL10,GABPA,ChIP,M,,IL10_GABPA,2011
15494506,IL13,GATA1,Binding assay,M,,IL13_GATA1,2004
15229217,IL13,GATA1,Functional assay,M,A,IL13_GATA1,2004
15494506,IL13,GATA1,Functional assay,M,A,IL13_GATA1,2004
15739164,IL4,GATA1,ChIP,M,,IL4_GATA1,2005
21454593,IL4,GATA1,Functional assay,M,A,IL4_GATA1,2011
15739164,IL4,GATA1,Functional assay,M,A,IL4_GATA1,2005
16650898,IL9,GATA1,ChIP,M,,IL9_GATA1,2007
16650898,IL9,GATA1,Functional assay,M,A,IL9_GATA1,2007
17283044,CSF2,GATA2,Binding assay,M,,CSF2_GATA2,2007
17283044,CSF2,GATA2,ChIP,M,,CSF2_GATA2,2007
17283044,CSF2,GATA2,Functional assay,M,A,CSF2_GATA2,2007
15494506,IL13,GATA2,Binding assay,M,,IL13_GATA2,2004
15229217,IL13,GATA2,Functional assay,M,A,IL13_GATA2,2004
15494506,IL13,GATA2,Functional assay,M,A,IL13_GATA2,2004
15739164,IL4,GATA2,ChIP,M,,IL4_GATA2,2005
21454593,IL4,GATA2,Functional assay,M,A,IL4_GATA2,2011
15739164,IL4,GATA2,Functional assay,M,A,IL4_GATA2,2005
20636338,IFNG,GATA3,ChIP,M,,IFNG_GATA3,2010
17717199,IFNG,GATA3,Functional assay,M,R,IFNG_GATA3,2007
20636338,IFNG,GATA3,Functional assay,M,R,IFNG_GATA3,2010
28100679,IL10,GATA3,ChIP,M,,IL10_GATA3,2017
28100679,IL10,GATA3,Functional assay,M,A,IL10_GATA3,2017
11893731,IL13,GATA3,Binding assay,M,,IL13_GATA3,2002
20636338,IL13,GATA3,ChIP,M,,IL13_GATA3,2010
21536806,IL13,GATA3,ChIP,M,,IL13_GATA3,2011
16009272,IL13,GATA3,Functional assay,M,A,IL13_GATA3,2005
25861992,IL13,GATA3,Functional assay,M,A,IL13_GATA3,2015
21536806,IL13,GATA3,Functional assay,M,A,IL13_GATA3,2011
11893731,IL13,GATA3,Functional assay,M,A,IL13_GATA3,2002
21536806,IL24,GATA3,ChIP,M,,IL24_GATA3,2011
21536806,IL24,GATA3,Functional assay,M,A,IL24_GATA3,2011
17717199,IL3,GATA3,Functional assay,M,A,IL3_GATA3,2007
26840450,IL4,GATA3,Binding assay,M,,IL4_GATA3,2016
25037220,IL4,GATA3,ChIP,M,,IL4_GATA3,2014
10894164,IL4,GATA3,ChIP,M,,IL4_GATA3,2000
20636338,IL4,GATA3,ChIP,M,,IL4_GATA3,2010
21536806,IL4,GATA3,ChIP,M,,IL4_GATA3,2011
26840450,IL4,GATA3,Functional assay,M,A,IL4_GATA3,2016
25861992,IL4,GATA3,Functional assay,M,A,IL4_GATA3,2015
20636338,IL4,GATA3,Functional assay,M,A,IL4_GATA3,2010
21536806,IL4,GATA3,Functional assay,M,A,IL4_GATA3,2011
11893731,IL4,GATA3,Functional assay,M,A,IL4_GATA3,2002
25861992,IL5,GATA3,ChIP,M,,IL5_GATA3,2015
20636338,IL5,GATA3,ChIP,M,,IL5_GATA3,2010
21536806,IL5,GATA3,ChIP,M,,IL5_GATA3,2011
17717199,IL5,GATA3,Functional assay,M,A,IL5_GATA3,2007
16009272,IL5,GATA3,Functional assay,M,A,IL5_GATA3,2005
25861992,IL5,GATA3,Functional assay,M,A,IL5_GATA3,2015
16373364,IL5,GATA3,Functional assay,M,A,IL5_GATA3,2006
21536806,IL5,GATA3,Functional assay,M,A,IL5_GATA3,2011
28462382,IL33,GATA4,ChIP,M,,IL33_GATA4,2017
28462382,IL33,GATA4,Functional assay,M,A,IL33_GATA4,2017
16373364,IL5,GATA4,Functional assay,M,A,IL5_GATA4,2006
10690529,IL6,GBX2,Functional assay,M,A,IL6_GBX2,2000
18328744,CSF1,GFI1,Binding assay,M,,CSF1_GFI1,2008
18328744,CSF1,GFI1,ChIP,M,,CSF1_GFI1,2008
18328744,CSF1,GFI1,Functional assay,M,R,CSF1_GFI1,2008
24141388,IL13,GFI1,Functional assay,M,A,IL13_GFI1,2013
24141388,IL17A,GFI1,ChIP,M,,IL17A_GFI1,2013
24141388,IL17A,GFI1,Functional assay,M,R,IL17A_GFI1,2013
19188499,IL17A,GFI1,ChIP,M,,IL17A_GFI1,2009
19188499,IL17A,GFI1,Functional assay,M,R,IL17A_GFI1,2009
24141388,IL17F,GFI1,Functional assay,M,R,IL17F_GFI1,2013
19188499,IL17F,GFI1,ChIP,M,,IL17F_GFI1,2009
19188499,IL17F,GFI1,Functional assay,M,R,IL17F_GFI1,2009
24141388,IL5,GFI1,ChIP,M,,IL5_GFI1,2013
24141388,IL5,GFI1,Functional assay,M,A,IL5_GFI1,2013
17474992,CCL12,HIF1A,Functional assay,M,A,CCL12_HIF1A,2007
17474992,CCL2,HIF1A,Binding assay,M,,CCL2_HIF1A,2007
17474992,CCL2,HIF1A,Functional assay,M,A,CCL2_HIF1A,2007
19828633,CCL5,HIF1A,Binding assay,M,,CCL5_HIF1A,2009
19828633,CCL5,HIF1A,ChIP,M,,CCL5_HIF1A,2009
19828633,CCL5,HIF1A,Functional assay,M,A,CCL5_HIF1A,2009
8374955,IFNB1,HMGA1,Binding assay,M,,IFNB1_HMGA1,1993
9047378,IL5,HMGB1,Binding assay,M,,IL5_HMGB1,1996
21935461,IL17A,HNF1A,Functional assay,M,R,IL17A_HNF1A,2011
21935461,IL17F,HNF1A,Functional assay,M,R,IL17F_HNF1A,2011
21455770,CSF3,HSF1,Binding assay,M,,CSF3_HSF1,2011
21455770,CSF3,HSF1,Functional assay,M,R,CSF3_HSF1,2011
11734555,TNF,HSF1,Binding assay,M,,TNF_HSF1,2002
20221720,TNF,HSF1,ChIP,M,,TNF_HSF1,2010
11734555,TNF,HSF1,ChIP,M,,TNF_HSF1,2002
19846753,TNF,HSF1,Functional assay,M,A,TNF_HSF1,2010
11734555,TNF,HSF1,Functional assay,M,R,TNF_HSF1,2002
17012234,IFNG,ID1,Functional assay,M,A,IFNG_ID1,2006
17012234,TNF,ID1,Functional assay,M,A,TNF_ID1,2006
24723679,IL10,ID2,Functional assay,M,R,IL10_ID2,2014
19828627,IFNG,IKZF1,Functional assay,M,R,IFNG_IKZF1,2009
19828627,IL10,IKZF1,ChIP,M,,IL10_IKZF1,2009
19828627,IL10,IKZF1,Functional assay,M,A,IL10_IKZF1,2009
19828627,IL13,IKZF1,Functional assay,M,A,IL13_IKZF1,2009
19828627,IL2,IKZF1,Functional assay,M,R,IL2_IKZF1,2009
25194055,IL21,IKZF1,Functional assay,M,R,IL21_IKZF1,2014
25194055,IL22,IKZF1,Functional assay,M,R,IL22_IKZF1,2014
19828627,IL4,IKZF1,Functional assay,M,A,IL4_IKZF1,2009
19828627,TNF,IKZF1,Functional assay,M,R,TNF_IKZF1,2009
23275607,IL2,IKZF2,ChIP,M,,IL2_IKZF2,2013
23275607,IL2,IKZF2,Functional assay,M,R,IL2_IKZF2,2013
16707500,CCL5,IRF1,Binding assay,M,,CCL5_IRF1,2006
10926836,CCL5,IRF1,Binding assay,M,,CCL5_IRF1,2000
15860458,CCL5,IRF1,Binding assay,M,,CCL5_IRF1,2005
15860458,CCL5,IRF1,ChIP,M,,CCL5_IRF1,2005
16707500,CCL5,IRF1,Functional assay,M,A,CCL5_IRF1,2006
10926836,CCL5,IRF1,Functional assay,M,A,CCL5_IRF1,2000
15860458,CCL5,IRF1,Functional assay,M,A,CCL5_IRF1,2005
19929594,CXCL10,IRF1,Binding assay,M,,CXCL10_IRF1,2009
19929594,CXCL10,IRF1,ChIP,M,,CXCL10_IRF1,2009
19929594,CXCL10,IRF1,Functional assay,M,A,CXCL10_IRF1,2009
9446577,IFNA4,IRF1,Binding assay,M,,IFNA4_IRF1,1998
9446577,IFNA4,IRF1,Functional assay,M,A,IFNA4_IRF1,1998
9707562,IFNA4,IRF1,Functional assay,M,A,IFNA4_IRF1,1998
15494505,IFNB1,IRF1,Binding assay,M,,IFNB1_IRF1,2004
9446577,IFNB1,IRF1,Functional assay,M,A,IFNB1_IRF1,1998
9707562,IFNB1,IRF1,Functional assay,M,A,IFNB1_IRF1,1998
15494505,IFNB1,IRF1,Functional assay,M,A,IFNB1_IRF1,2004
28166218,IL10,IRF1,ChIP,M,,IL10_IRF1,2017
28166218,IL10,IRF1,Functional assay,M,A,IL10_IRF1,2017
15871905,IL12A,IRF1,Binding assay,M,,IL12A_IRF1,2006
14568984,IL12A,IRF1,Binding assay,M,,IL12A_IRF1,2003
15871905,IL12A,IRF1,ChIP,M,,IL12A_IRF1,2006
14568984,IL12A,IRF1,ChIP,M,,IL12A_IRF1,2003
15871905,IL12A,IRF1,Functional assay,M,A,IL12A_IRF1,2006
16824573,IL12A,IRF1,Functional assay,M,A,IL12A_IRF1,2006
14568984,IL12A,IRF1,Functional assay,M,A,IL12A_IRF1,2003
12517966,IL12B,IRF1,Binding assay,M,,IL12B_IRF1,2003
12417340,IL12B,IRF1,Binding assay,M,,IL12B_IRF1,2002
12517966,IL12B,IRF1,ChIP,M,,IL12B_IRF1,2003
17924060,IL12B,IRF1,Functional assay,M,A,IL12B_IRF1,2008
17924060,IL12B,IRF1,Functional assay,M,R,IL12B_IRF1,2008
12517966,IL12B,IRF1,Functional assay,M,A,IL12B_IRF1,2003
12417340,IL12B,IRF1,Functional assay,M,A,IL12B_IRF1,2002
10861061,IL12B,IRF1,Functional assay,M,A,IL12B_IRF1,2000
10906187,IL15,IRF1,Binding assay,M,,IL15_IRF1,2000
10906187,IL15,IRF1,Functional assay,M,A,IL15_IRF1,2000
10975835,IL18,IRF1,Binding assay,M,,IL18_IRF1,2000
21097874,IL23A,IRF1,Binding assay,M,,IL23A_IRF1,2011
21097874,IL23A,IRF1,ChIP,M,,IL23A_IRF1,2011
21097874,IL23A,IRF1,Functional assay,M,R,IL23A_IRF1,2011
20083668,IL27,IRF1,Binding assay,M,,IL27_IRF1,2010
20435892,IL27,IRF1,Binding assay,M,,IL27_IRF1,2010
17548596,IL27,IRF1,Binding assay,M,,IL27_IRF1,2007
17227910,IL27,IRF1,Binding assay,M,,IL27_IRF1,2007
24214980,IL27,IRF1,ChIP,M,,IL27_IRF1,2013
20083668,IL27,IRF1,ChIP,M,,IL27_IRF1,2010
20435892,IL27,IRF1,ChIP,M,,IL27_IRF1,2010
17227910,IL27,IRF1,ChIP,M,,IL27_IRF1,2007
24214980,IL27,IRF1,Functional assay,M,A,IL27_IRF1,2013
20083668,IL27,IRF1,Functional assay,M,A,IL27_IRF1,2010
20435892,IL27,IRF1,Functional assay,M,A,IL27_IRF1,2010
26900987,IL27,IRF1,Functional assay,M,A,IL27_IRF1,2016
17227910,IL27,IRF1,Functional assay,M,A,IL27_IRF1,2007
25280793,IL4,IRF1,ChIP,M,,IL4_IRF1,2015
25280793,IL4,IRF1,Functional assay,M,R,IL4_IRF1,2015
18802049,TNF,IRF1,ChIP,M,,TNF_IRF1,2008
18802049,TNF,IRF1,Functional assay,M,A,TNF_IRF1,2008
15860458,CCL5,IRF2,Functional assay,M,R,CCL5_IRF2,2005
19299558,CXCL11,IRF2,ChIP,M,,CXCL11_IRF2,2009
15494505,IFNB1,IRF2,Binding assay,M,,IFNB1_IRF2,2004
18802049,TNF,IRF2,Functional assay,M,R,TNF_IRF2,2008
12821121,CXCL10,IRF3,Functional assay,M,A,CXCL10_IRF3,2003
11162841,IFNA1,IRF3,Binding assay,M,,IFNA1_IRF3,2001
12821121,IFNA1,IRF3,Functional assay,M,A,IFNA1_IRF3,2003
11162841,IFNA1,IRF3,Functional assay,M,A,IFNA1_IRF3,2001
12821121,IFNA11,IRF3,Functional assay,M,A,IFNA11_IRF3,2003
11884139,IFNA11,IRF3,Functional assay,M,A,IFNA11_IRF3,2002
12821121,IFNA12,IRF3,Functional assay,M,A,IFNA12_IRF3,2003
24185615,IFNA2,IRF3,ChIP,M,,IFNA2_IRF3,2013
12821121,IFNA2,IRF3,Functional assay,M,A,IFNA2_IRF3,2003
9446577,IFNA4,IRF3,Binding assay,M,,IFNA4_IRF3,1998
16380379,IFNA4,IRF3,Binding assay,M,,IFNA4_IRF3,2006
11846978,IFNA4,IRF3,Binding assay,M,,IFNA4_IRF3,2002
11884139,IFNA4,IRF3,Binding assay,M,,IFNA4_IRF3,2002
16380379,IFNA4,IRF3,ChIP,M,,IFNA4_IRF3,2006
12821121,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,2003
9446577,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,1998
9707562,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,1998
16380379,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,2006
11846978,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,2002
11884139,IFNA4,IRF3,Functional assay,M,A,IFNA4_IRF3,2002
12821121,IFNA7,IRF3,Functional assay,M,A,IFNA7_IRF3,2003
9446577,IFNB1,IRF3,Binding assay,M,,IFNB1_IRF3,1998
9541017,IFNB1,IRF3,Binding assay,M,,IFNB1_IRF3,1998
21148557,IFNB1,IRF3,Binding assay,M,,IFNB1_IRF3,2011
20660350,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2010
16954376,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2006
21148557,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2011
18225953,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2008
24656046,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2014
24185615,IFNB1,IRF3,ChIP,M,,IFNB1_IRF3,2013
20083668,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,2010
19108859,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,2009
17845078,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,2007
12821121,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,2003
9446577,IFNB1,IRF3,Functional assay,M,R,IFNB1_IRF3,1998
9541017,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,1998
9707562,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,1998
9877175,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,1998
24656046,IFNB1,IRF3,Functional assay,M,A,IFNB1_IRF3,2014
16824573,IL12A,IRF3,Functional assay,M,R,IL12A_IRF3,2006
16219795,IL12A,IRF3,Functional assay,M,A,IL12A_IRF3,2006
12821121,IL15,IRF3,Functional assay,M,A,IL15_IRF3,2003
10906187,IL15,IRF3,Functional assay,M,A,IL15_IRF3,2000
18802055,IL23A,IRF3,ChIP,M,,IL23A_IRF3,2008
18802055,IL23A,IRF3,Functional assay,M,A,IL23A_IRF3,2008
20083668,IL27,IRF3,Binding assay,M,,IL27_IRF3,2010
17548596,IL27,IRF3,Binding assay,M,,IL27_IRF3,2007
20083668,IL27,IRF3,ChIP,M,,IL27_IRF3,2010
20083668,IL27,IRF3,Functional assay,M,A,IL27_IRF3,2010
17548596,IL27,IRF3,Functional assay,M,A,IL27_IRF3,2007
15959530,CXCL9,IRF4,ChIP,M,,CXCL9_IRF4,2005
15959530,CXCL9,IRF4,Functional assay,M,A,CXCL9_IRF4,2005
20674401,IFNG,IRF4,Functional assay,M,R,IFNG_IRF4,2010
18962896,IL10,IRF4,Binding assay,M,,IL10_IRF4,2009
21440248,IL10,IRF4,ChIP,M,,IL10_IRF4,2011
19592658,IL10,IRF4,ChIP,M,,IL10_IRF4,2009
28100679,IL10,IRF4,ChIP,M,,IL10_IRF4,2017
18962896,IL10,IRF4,ChIP,M,,IL10_IRF4,2009
21378976,IL10,IRF4,ChIP,M,,IL10_IRF4,2011
21440248,IL10,IRF4,Functional assay,M,A,IL10_IRF4,2011
19592658,IL10,IRF4,Functional assay,M,A,IL10_IRF4,2009
18962896,IL10,IRF4,Functional assay,M,A,IL10_IRF4,2009
12876285,IL12B,IRF4,Binding assay,M,,IL12B_IRF4,2003
22983707,IL17A,IRF4,Binding assay,M,,IL17A_IRF4,2012
22983707,IL17A,IRF4,ChIP,M,,IL17A_IRF4,2012
19062315,IL17A,IRF4,ChIP,M,,IL17A_IRF4,2008
19062315,IL17A,IRF4,Functional assay,M,A,IL17A_IRF4,2008
10453013,IL1B,IRF4,Functional assay,M,A,IL1B_IRF4,1999
21890374,IL2,IRF4,Functional assay,M,A,IL2_IRF4,2011
22983707,IL21,IRF4,Binding assay,M,,IL21_IRF4,2012
22983707,IL21,IRF4,ChIP,M,,IL21_IRF4,2012
19062315,IL21,IRF4,ChIP,M,,IL21_IRF4,2008
19062315,IL21,IRF4,Functional assay,M,A,IL21_IRF4,2008
22983707,IL23A,IRF4,ChIP,M,,IL23A_IRF4,2012
19592658,IL4,IRF4,ChIP,M,,IL4_IRF4,2009
21890374,IL4,IRF4,Functional assay,M,A,IL4_IRF4,2011
11956291,IL4,IRF4,Functional assay,M,A,IL4_IRF4,2002
19592658,IL4,IRF4,Functional assay,M,A,IL4_IRF4,2009
23913959,IL9,IRF4,ChIP,M,,IL9_IRF4,2013
20674401,IL9,IRF4,ChIP,M,,IL9_IRF4,2010
23913959,IL9,IRF4,Functional assay,M,A,IL9_IRF4,2013
20674401,IL9,IRF4,Functional assay,M,A,IL9_IRF4,2010
22422888,CCL19,IRF5,Functional assay,M,A,CCL19_IRF5,2012
22422888,CCL2,IRF5,Functional assay,M,A,CCL2_IRF5,2012
22422888,CCL21,IRF5,Functional assay,M,A,CCL21_IRF5,2012
18332133,CCL5,IRF5,Functional assay,M,A,CCL5_IRF5,2008
18332133,CXCL8,IRF5,Functional assay,M,A,CXCL8_IRF5,2008
18332133,IFNA4,IRF5,ChIP,M,,IFNA4_IRF5,2008
18332133,IFNA4,IRF5,Functional assay,M,A,IFNA4_IRF5,2008
18824541,IFNA4,IRF5,Functional assay,M,A,IFNA4_IRF5,2008
18332133,IFNB1,IRF5,Functional assay,M,A,IFNB1_IRF5,2008
22422888,IFNG,IRF5,Functional assay,M,A,IFNG_IRF5,2012
21253574,IL10,IRF5,Functional assay,M,R,IL10_IRF5,2011
16824573,IL12A,IRF5,Functional assay,M,A,IL12A_IRF5,2006
15665823,IL12B,IRF5,ChIP,M,,IL12B_IRF5,2005
16824573,IL12B,IRF5,Functional assay,M,A,IL12B_IRF5,2006
15665823,IL12B,IRF5,Functional assay,M,A,IL12B_IRF5,2005
22422888,IL12B,IRF5,Functional assay,M,A,IL12B_IRF5,2012
22422888,IL17,IRF5,Functional assay,M,R,IL17_IRF5,2012
25565375,IL1B,IRF5,ChIP,M,,IL1B_IRF5,2015
22422888,IL23A,IRF5,Functional assay,M,A,IL23A_IRF5,2012
21253574,IL4,IRF5,Functional assay,M,R,IL4_IRF5,2011
22422888,IL4,IRF5,Functional assay,M,R,IL4_IRF5,2012
25565375,IL6,IRF5,ChIP,M,,IL6_IRF5,2015
18332133,IL6,IRF5,Functional assay,M,A,IL6_IRF5,2008
15665823,IL6,IRF5,Functional assay,M,A,IL6_IRF5,2005
22422888,IL6,IRF5,Functional assay,M,A,IL6_IRF5,2012
18332133,TNF,IRF5,Functional assay,M,A,TNF_IRF5,2008
15665823,TNF,IRF5,Functional assay,M,A,TNF_IRF5,2005
11162841,IFNA1,IRF7,Binding assay,M,,IFNA1_IRF7,2001
9877175,IFNA1,IRF7,Binding assay,M,,IFNA1_IRF7,1998
11162841,IFNA1,IRF7,Functional assay,M,A,IFNA1_IRF7,2001
16380379,IFNA11,IRF7,Functional assay,M,A,IFNA11_IRF7,2006
11884139,IFNA11,IRF7,Functional assay,M,A,IFNA11_IRF7,2002
9877175,IFNA4,IRF7,Binding assay,M,,IFNA4_IRF7,1998
16380379,IFNA4,IRF7,Binding assay,M,,IFNA4_IRF7,2006
11884139,IFNA4,IRF7,Binding assay,M,,IFNA4_IRF7,2002
16380379,IFNA4,IRF7,ChIP,M,,IFNA4_IRF7,2006
24185615,IFNA4,IRF7,ChIP,M,,IFNA4_IRF7,2013
19557165,IFNA4,IRF7,ChIP,M,,IFNA4_IRF7,2009
9877175,IFNA4,IRF7,Functional assay,M,A,IFNA4_IRF7,1998
16380379,IFNA4,IRF7,Functional assay,M,A,IFNA4_IRF7,2006
11884139,IFNA4,IRF7,Functional assay,M,A,IFNA4_IRF7,2002
24185615,IFNA4,IRF7,Functional assay,M,A,IFNA4_IRF7,2013
19557165,IFNB1,IRF7,ChIP,M,,IFNB1_IRF7,2009
12821121,IFNB1,IRF7,Functional assay,M,A,IFNB1_IRF7,2003
9877175,IFNB1,IRF7,Functional assay,M,A,IFNB1_IRF7,1998
19557165,IFNB1,IRF7,Functional assay,M,A,IFNB1_IRF7,2009
16824573,IL12A,IRF7,Functional assay,M,A,IL12A_IRF7,2006
16824573,IL12B,IRF7,Functional assay,M,A,IL12B_IRF7,2006
20083668,IL27,IRF7,Binding assay,M,,IL27_IRF7,2010
20083668,IL27,IRF7,Functional assay,M,A,IL27_IRF7,2010
16707500,CCL5,IRF8,Binding assay,M,,CCL5_IRF8,2006
16707500,CCL5,IRF8,Functional assay,M,A,CCL5_IRF8,2006
21731497,CXCL14,IRF8,Functional assay,M,A,CXCL14_IRF8,2011
20585034,CXCL9,IRF8,ChIP,M,,CXCL9_IRF8,2010
17702615,IFNA4,IRF8,ChIP,M,,IFNA4_IRF8,2007
18055870,IFNA4,IRF8,ChIP,M,,IFNA4_IRF8,2008
17702615,IFNA4,IRF8,Functional assay,M,A,IFNA4_IRF8,2007
18055870,IFNA4,IRF8,Functional assay,M,A,IFNA4_IRF8,2008
17702615,IFNA5,IRF8,ChIP,M,,IFNA5_IRF8,2007
17702615,IFNB1,IRF8,ChIP,M,,IFNB1_IRF8,2007
21731497,IFNB1,IRF8,ChIP,M,,IFNB1_IRF8,2011
17702615,IFNB1,IRF8,Functional assay,M,A,IFNB1_IRF8,2007
12417340,IL12B,IRF8,Binding assay,M,,IL12B_IRF8,2002
12876285,IL12B,IRF8,Binding assay,M,,IL12B_IRF8,2003
12876285,IL12B,IRF8,ChIP,M,,IL12B_IRF8,2003
18055870,IL12B,IRF8,ChIP,M,,IL12B_IRF8,2008
15837792,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2005
12393459,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2003
12417340,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2002
10861061,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2000
12876285,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2003
18055870,IL12B,IRF8,Functional assay,M,A,IL12B_IRF8,2008
10975835,IL18,IRF8,Binding assay,M,,IL18_IRF8,2000
10438937,IL18,IRF8,Binding assay,M,,IL18_IRF8,1999
10438937,IL18,IRF8,Functional assay,M,A,IL18_IRF8,1999
10453013,IL1B,IRF8,Functional assay,M,A,IL1B_IRF8,1999
20435892,IL27,IRF8,Binding assay,M,,IL27_IRF8,2010
20435892,IL27,IRF8,ChIP,M,,IL27_IRF8,2010
20435892,IL27,IRF8,Functional assay,M,A,IL27_IRF8,2010
21731497,TGFB2,IRF8,ChIP,M,,TGFB2_IRF8,2011
18802049,TNF,IRF8,ChIP,M,,TNF_IRF8,2008
18802049,TNF,IRF8,Functional assay,M,A,TNF_IRF8,2008
21731497,TNFSF13B,IRF8,ChIP,M,,TNFSF13B_IRF8,2011
20083668,IL27,IRF9,Binding assay,M,,IL27_IRF9,2010
