source,cytokine,tf,assay,species,function,interaction,year
this_paper,IL17A,RORC,eY1H assay,H,,IL17A_RORC,2020
this_paper,IL17F,RORC,eY1H assay,H,,IL17F_RORC,2020
this_paper,IL25,RORC,eY1H assay,H,,IL25_RORC,2020
this_paper,IL26,RORC,eY1H assay,H,,IL26_RORC,2020
this_paper,IL32,RORC,eY1H assay,H,,IL32_RORC,2020
this_paper,CCL14,RUNX1,eY1H assay,H,,CCL14_RUNX1,2020
this_paper,XCL1,RUNX1,eY1H assay,H,,XCL1_RUNX1,2020
this_paper,XCL2,RUNX1,eY1H assay,H,,XCL2_RUNX1,2020
this_paper,IL17A,RUNX3,eY1H assay,H,,IL17A_RUNX3,2020
this_paper,XCL1,RUNX3,eY1H assay,H,,XCL1_RUNX3,2020
this_paper,CCL15,RXRA,eY1H assay,H,,CCL15_RXRA,2020
this_paper,IFNA8,RXRA,eY1H assay,H,,IFNA8_RXRA,2020
this_paper,IL20,RXRA,eY1H assay,H,,IL20_RXRA,2020
this_paper,IL25,RXRA,eY1H assay,H,,IL25_RXRA,2020
this_paper,IL31,RXRA,eY1H assay,H,,IL31_RXRA,2020
this_paper,IL32,RXRA,eY1H assay,H,,IL32_RXRA,2020
this_paper,IL7,RXRA,eY1H assay,H,,IL7_RXRA,2020
this_paper,CCL15,RXRG,eY1H assay,H,,CCL15_RXRG,2020
this_paper,CCL19,RXRG,eY1H assay,H,,CCL19_RXRG,2020
this_paper,CCL20,RXRG,eY1H assay,H,,CCL20_RXRG,2020
this_paper,CCL23,RXRG,eY1H assay,H,,CCL23_RXRG,2020
this_paper,CCL24,RXRG,eY1H assay,H,,CCL24_RXRG,2020
this_paper,CCL28,RXRG,eY1H assay,H,,CCL28_RXRG,2020
this_paper,CCL3L1,RXRG,eY1H assay,H,,CCL3L1_RXRG,2020
this_paper,CXCL2,RXRG,eY1H assay,H,,CXCL2_RXRG,2020
this_paper,CXCL3,RXRG,eY1H assay,H,,CXCL3_RXRG,2020
this_paper,IFNA16,RXRG,eY1H assay,H,,IFNA16_RXRG,2020
this_paper,IFNA17,RXRG,eY1H assay,H,,IFNA17_RXRG,2020
this_paper,IFNA5,RXRG,eY1H assay,H,,IFNA5_RXRG,2020
this_paper,IFNA8,RXRG,eY1H assay,H,,IFNA8_RXRG,2020
this_paper,IFNL1,RXRG,eY1H assay,H,,IFNL1_RXRG,2020
this_paper,IL10,RXRG,eY1H assay,H,,IL10_RXRG,2020
this_paper,IL17A,RXRG,eY1H assay,H,,IL17A_RXRG,2020
this_paper,IL17F,RXRG,eY1H assay,H,,IL17F_RXRG,2020
this_paper,IL1B,RXRG,eY1H assay,H,,IL1B_RXRG,2020
this_paper,IL20,RXRG,eY1H assay,H,,IL20_RXRG,2020
this_paper,IL25,RXRG,eY1H assay,H,,IL25_RXRG,2020
this_paper,IL31,RXRG,eY1H assay,H,,IL31_RXRG,2020
this_paper,IL32,RXRG,eY1H assay,H,,IL32_RXRG,2020
this_paper,IL33,RXRG,eY1H assay,H,,IL33_RXRG,2020
this_paper,IL7,RXRG,eY1H assay,H,,IL7_RXRG,2020
this_paper,OSM,RXRG,eY1H assay,H,,OSM_RXRG,2020
this_paper,TNFSF13,RXRG,eY1H assay,H,,TNFSF13_RXRG,2020
this_paper,TNFSF8,RXRG,eY1H assay,H,,TNFSF8_RXRG,2020
this_paper,XCL1,RXRG,eY1H assay,H,,XCL1_RXRG,2020
this_paper,XCL2,RXRG,eY1H assay,H,,XCL2_RXRG,2020
this_paper,IFNA4,SALL3,eY1H assay,H,,IFNA4_SALL3,2020
this_paper,IFNG,SALL3,eY1H assay,H,,IFNG_SALL3,2020
this_paper,CX3CL1,SATB2,eY1H assay,H,,CX3CL1_SATB2,2020
this_paper,CXCL5,SATB2,eY1H assay,H,,CXCL5_SATB2,2020
this_paper,IFNL1,SATB2,eY1H assay,H,,IFNL1_SATB2,2020
this_paper,IL3,SATB2,eY1H assay,H,,IL3_SATB2,2020
this_paper,IL31,SATB2,eY1H assay,H,,IL31_SATB2,2020
this_paper,IL32,SATB2,eY1H assay,H,,IL32_SATB2,2020
this_paper,TNFSF12,SATB2,eY1H assay,H,,TNFSF12_SATB2,2020
this_paper,TNFSF8,SATB2,eY1H assay,H,,TNFSF8_SATB2,2020
this_paper,CCL28,SIX2,eY1H assay,H,,CCL28_SIX2,2020
this_paper,CCL28,SIX3,eY1H assay,H,,CCL28_SIX3,2020
this_paper,IL12B,SIX3,eY1H assay,H,,IL12B_SIX3,2020
this_paper,PPBP,SIX3,eY1H assay,H,,PPBP_SIX3,2020
this_paper,CCL1,SIX4,eY1H assay,H,,CCL1_SIX4,2020
this_paper,CCL1,SIX6,eY1H assay,H,,CCL1_SIX6,2020
this_paper,CCL26,SIX6,eY1H assay,H,,CCL26_SIX6,2020
this_paper,CCL28,SIX6,eY1H assay,H,,CCL28_SIX6,2020
this_paper,CCL5,SIX6,eY1H assay,H,,CCL5_SIX6,2020
this_paper,PPBP,SIX6,eY1H assay,H,,PPBP_SIX6,2020
this_paper,XCL2,SIX6,eY1H assay,H,,XCL2_SIX6,2020
this_paper,IL32,SMAD3,eY1H assay,H,,IL32_SMAD3,2020
this_paper,CCL1,SMAD4,eY1H assay,H,,CCL1_SMAD4,2020
this_paper,CCL11,SMAD4,eY1H assay,H,,CCL11_SMAD4,2020
this_paper,CCL18,SMAD4,eY1H assay,H,,CCL18_SMAD4,2020
this_paper,CCL2,SMAD4,eY1H assay,H,,CCL2_SMAD4,2020
this_paper,CCL21,SMAD4,eY1H assay,H,,CCL21_SMAD4,2020
this_paper,CCL22,SMAD4,eY1H assay,H,,CCL22_SMAD4,2020
this_paper,CCL24,SMAD4,eY1H assay,H,,CCL24_SMAD4,2020
this_paper,CCL7,SMAD4,eY1H assay,H,,CCL7_SMAD4,2020
this_paper,CSF1,SMAD4,eY1H assay,H,,CSF1_SMAD4,2020
this_paper,CXCL2,SMAD4,eY1H assay,H,,CXCL2_SMAD4,2020
this_paper,CXCL3,SMAD4,eY1H assay,H,,CXCL3_SMAD4,2020
this_paper,IFNA16,SMAD4,eY1H assay,H,,IFNA16_SMAD4,2020
this_paper,IFNA4,SMAD4,eY1H assay,H,,IFNA4_SMAD4,2020
this_paper,IFNA6,SMAD4,eY1H assay,H,,IFNA6_SMAD4,2020
this_paper,IFNA8,SMAD4,eY1H assay,H,,IFNA8_SMAD4,2020
this_paper,IFNB1,SMAD4,eY1H assay,H,,IFNB1_SMAD4,2020
this_paper,IFNL3,SMAD4,eY1H assay,H,,IFNL3_SMAD4,2020
this_paper,IL10,SMAD4,eY1H assay,H,,IL10_SMAD4,2020
this_paper,IL18,SMAD4,eY1H assay,H,,IL18_SMAD4,2020
this_paper,IL20,SMAD4,eY1H assay,H,,IL20_SMAD4,2020
this_paper,IL3,SMAD4,eY1H assay,H,,IL3_SMAD4,2020
this_paper,IL31,SMAD4,eY1H assay,H,,IL31_SMAD4,2020
this_paper,IL32,SMAD4,eY1H assay,H,,IL32_SMAD4,2020
this_paper,IL37,SMAD4,eY1H assay,H,,IL37_SMAD4,2020
this_paper,IL5,SMAD4,eY1H assay,H,,IL5_SMAD4,2020
this_paper,IL9,SMAD4,eY1H assay,H,,IL9_SMAD4,2020
this_paper,KITLG,SMAD4,eY1H assay,H,,KITLG_SMAD4,2020
this_paper,PF4V1,SMAD4,eY1H assay,H,,PF4V1_SMAD4,2020
this_paper,TNFSF4,SMAD4,eY1H assay,H,,TNFSF4_SMAD4,2020
this_paper,XCL1,SMAD4,eY1H assay,H,,XCL1_SMAD4,2020
this_paper,IL23A,SNAI1,eY1H assay,H,,IL23A_SNAI1,2020
this_paper,IL32,SNAI1,eY1H assay,H,,IL32_SNAI1,2020
this_paper,IL7,SNAI1,eY1H assay,H,,IL7_SNAI1,2020
this_paper,CCL26,SOX11,eY1H assay,H,,CCL26_SOX11,2020
this_paper,IL23A,SOX11,eY1H assay,H,,IL23A_SOX11,2020
this_paper,CCL1,SOX14,eY1H assay,H,,CCL1_SOX14,2020
this_paper,CCL2,SOX14,eY1H assay,H,,CCL2_SOX14,2020
this_paper,CCL26,SOX14,eY1H assay,H,,CCL26_SOX14,2020
this_paper,CCL5,SOX14,eY1H assay,H,,CCL5_SOX14,2020
this_paper,CSF2,SOX14,eY1H assay,H,,CSF2_SOX14,2020
this_paper,CXCL10,SOX14,eY1H assay,H,,CXCL10_SOX14,2020
this_paper,CXCL5,SOX14,eY1H assay,H,,CXCL5_SOX14,2020
this_paper,IFNA8,SOX14,eY1H assay,H,,IFNA8_SOX14,2020
this_paper,IL12A,SOX14,eY1H assay,H,,IL12A_SOX14,2020
this_paper,IL15,SOX14,eY1H assay,H,,IL15_SOX14,2020
this_paper,IL17F,SOX14,eY1H assay,H,,IL17F_SOX14,2020
this_paper,IL25,SOX14,eY1H assay,H,,IL25_SOX14,2020
this_paper,IL7,SOX14,eY1H assay,H,,IL7_SOX14,2020
this_paper,PF4V1,SOX14,eY1H assay,H,,PF4V1_SOX14,2020
this_paper,TNFSF10,SOX14,eY1H assay,H,,TNFSF10_SOX14,2020
this_paper,TNFSF12,SOX14,eY1H assay,H,,TNFSF12_SOX14,2020
this_paper,TNFSF14,SOX14,eY1H assay,H,,TNFSF14_SOX14,2020
this_paper,TNFSF4,SOX14,eY1H assay,H,,TNFSF4_SOX14,2020
this_paper,TNFSF8,SOX14,eY1H assay,H,,TNFSF8_SOX14,2020
this_paper,TNFSF9,SOX14,eY1H assay,H,,TNFSF9_SOX14,2020
this_paper,XCL2,SOX14,eY1H assay,H,,XCL2_SOX14,2020
this_paper,CCL2,SP4,eY1H assay,H,,CCL2_SP4,2020
this_paper,CCL24,SP4,eY1H assay,H,,CCL24_SP4,2020
this_paper,CCL26,SP4,eY1H assay,H,,CCL26_SP4,2020
this_paper,CCL28,SP4,eY1H assay,H,,CCL28_SP4,2020
this_paper,CXCL3,SP4,eY1H assay,H,,CXCL3_SP4,2020
this_paper,CXCL5,SP4,eY1H assay,H,,CXCL5_SP4,2020
this_paper,IFNL1,SP4,eY1H assay,H,,IFNL1_SP4,2020
this_paper,IL12A,SP4,eY1H assay,H,,IL12A_SP4,2020
this_paper,IL15,SP4,eY1H assay,H,,IL15_SP4,2020
this_paper,IL18,SP4,eY1H assay,H,,IL18_SP4,2020
this_paper,IL1RN,SP4,eY1H assay,H,,IL1RN_SP4,2020
this_paper,IL23A,SP4,eY1H assay,H,,IL23A_SP4,2020
this_paper,IL31,SP4,eY1H assay,H,,IL31_SP4,2020
this_paper,IL32,SP4,eY1H assay,H,,IL32_SP4,2020
this_paper,IL34,SP4,eY1H assay,H,,IL34_SP4,2020
this_paper,IL7,SP4,eY1H assay,H,,IL7_SP4,2020
this_paper,KITLG,SP4,eY1H assay,H,,KITLG_SP4,2020
this_paper,OSM,SP4,eY1H assay,H,,OSM_SP4,2020
this_paper,TNFSF10,SP4,eY1H assay,H,,TNFSF10_SP4,2020
this_paper,TNFSF15,SP4,eY1H assay,H,,TNFSF15_SP4,2020
this_paper,CXCL14,SPI1,eY1H assay,H,,CXCL14_SPI1,2020
this_paper,CXCL17,SPI1,eY1H assay,H,,CXCL17_SPI1,2020
this_paper,IL12B,SPI1,eY1H assay,H,,IL12B_SPI1,2020
this_paper,IL27,SPI1,eY1H assay,H,,IL27_SPI1,2020
this_paper,IL33,SPI1,eY1H assay,H,,IL33_SPI1,2020
this_paper,LTB,SPI1,eY1H assay,H,,LTB_SPI1,2020
this_paper,XCL2,SPI1,eY1H assay,H,,XCL2_SPI1,2020
this_paper,CCL23,SPIB,eY1H assay,H,,CCL23_SPIB,2020
this_paper,CCL24,SPIB,eY1H assay,H,,CCL24_SPIB,2020
this_paper,IFNA2,SPIB,eY1H assay,H,,IFNA2_SPIB,2020
this_paper,IL18,SPIB,eY1H assay,H,,IL18_SPIB,2020
this_paper,IL23A,SPIB,eY1H assay,H,,IL23A_SPIB,2020
this_paper,CCL23,SPIC,eY1H assay,H,,CCL23_SPIC,2020
this_paper,CCL24,SPIC,eY1H assay,H,,CCL24_SPIC,2020
this_paper,IFNA2,SPIC,eY1H assay,H,,IFNA2_SPIC,2020
this_paper,IL18,SPIC,eY1H assay,H,,IL18_SPIC,2020
this_paper,CCL1,SRSF7,eY1H assay,H,,CCL1_SRSF7,2020
this_paper,IFNA14,STAT3,eY1H assay,H,,IFNA14_STAT3,2020
this_paper,IL37,TBX19,eY1H assay,H,,IL37_TBX19,2020
this_paper,XCL1,TBX19,eY1H assay,H,,XCL1_TBX19,2020
this_paper,CCL20,TBX20,eY1H assay,H,,CCL20_TBX20,2020
this_paper,CCL3L1,TBX20,eY1H assay,H,,CCL3L1_TBX20,2020
this_paper,IFNG,TBX20,eY1H assay,H,,IFNG_TBX20,2020
this_paper,IL17A,TBX20,eY1H assay,H,,IL17A_TBX20,2020
this_paper,IL32,TBX20,eY1H assay,H,,IL32_TBX20,2020
this_paper,IL7,TBX20,eY1H assay,H,,IL7_TBX20,2020
this_paper,PF4V1,TBX20,eY1H assay,H,,PF4V1_TBX20,2020
this_paper,TNFSF12,TBX20,eY1H assay,H,,TNFSF12_TBX20,2020
this_paper,XCL1,TBX20,eY1H assay,H,,XCL1_TBX20,2020
this_paper,IFNA21,TBX22,eY1H assay,H,,IFNA21_TBX22,2020
this_paper,IL37,TBX22,eY1H assay,H,,IL37_TBX22,2020
this_paper,XCL1,TBX22,eY1H assay,H,,XCL1_TBX22,2020
this_paper,IL7,TBX5,eY1H assay,H,,IL7_TBX5,2020
this_paper,TNFSF4,TBX5,eY1H assay,H,,TNFSF4_TBX5,2020
this_paper,TNFSF8,TBX5,eY1H assay,H,,TNFSF8_TBX5,2020
this_paper,CXCL11,TBXT,eY1H assay,H,,CXCL11_TBXT,2020
this_paper,IFNA16,TBXT,eY1H assay,H,,IFNA16_TBXT,2020
this_paper,IFNA17,TBXT,eY1H assay,H,,IFNA17_TBXT,2020
this_paper,IFNA21,TBXT,eY1H assay,H,,IFNA21_TBXT,2020
this_paper,IFNA7,TBXT,eY1H assay,H,,IFNA7_TBXT,2020
this_paper,IL37,TBXT,eY1H assay,H,,IL37_TBXT,2020
this_paper,XCL1,TBXT,eY1H assay,H,,XCL1_TBXT,2020
this_paper,CCL28,TCF12,eY1H assay,H,,CCL28_TCF12,2020
this_paper,IL3,TCF12,eY1H assay,H,,IL3_TCF12,2020
this_paper,IL31,TCF12,eY1H assay,H,,IL31_TCF12,2020
this_paper,IL32,TCF12,eY1H assay,H,,IL32_TCF12,2020
this_paper,IL7,TCF12,eY1H assay,H,,IL7_TCF12,2020
this_paper,PF4V1,TCF12,eY1H assay,H,,PF4V1_TCF12,2020
this_paper,CCL1,TCF21,eY1H assay,H,,CCL1_TCF21,2020
this_paper,IL3,TCF21,eY1H assay,H,,IL3_TCF21,2020
this_paper,CCL28,TCF3,eY1H assay,H,,CCL28_TCF3,2020
this_paper,IL16,TCF3,eY1H assay,H,,IL16_TCF3,2020
this_paper,IL31,TCF3,eY1H assay,H,,IL31_TCF3,2020
this_paper,IL32,TCF3,eY1H assay,H,,IL32_TCF3,2020
this_paper,CCL21,TCF4,eY1H assay,H,,CCL21_TCF4,2020
this_paper,CCL25,TCF4,eY1H assay,H,,CCL25_TCF4,2020
this_paper,CCL28,TCF4,eY1H assay,H,,CCL28_TCF4,2020
this_paper,IFNA14,TCF4,eY1H assay,H,,IFNA14_TCF4,2020
this_paper,IFNA4,TCF4,eY1H assay,H,,IFNA4_TCF4,2020
this_paper,IFNA8,TCF4,eY1H assay,H,,IFNA8_TCF4,2020
this_paper,IFNL1,TCF4,eY1H assay,H,,IFNL1_TCF4,2020
this_paper,IL12A,TCF4,eY1H assay,H,,IL12A_TCF4,2020
this_paper,IL16,TCF4,eY1H assay,H,,IL16_TCF4,2020
this_paper,IL17B,TCF4,eY1H assay,H,,IL17B_TCF4,2020
this_paper,IL3,TCF4,eY1H assay,H,,IL3_TCF4,2020
this_paper,IL31,TCF4,eY1H assay,H,,IL31_TCF4,2020
this_paper,IL32,TCF4,eY1H assay,H,,IL32_TCF4,2020
this_paper,IL7,TCF4,eY1H assay,H,,IL7_TCF4,2020
this_paper,PF4V1,TCF4,eY1H assay,H,,PF4V1_TCF4,2020
this_paper,IFNA4,TCF7L1,eY1H assay,H,,IFNA4_TCF7L1,2020
this_paper,TNFSF4,TCF7L2,eY1H assay,H,,TNFSF4_TCF7L2,2020
this_paper,CCL27,TFAP2A,eY1H assay,H,,CCL27_TFAP2A,2020
this_paper,CCL28,TFAP2A,eY1H assay,H,,CCL28_TFAP2A,2020
this_paper,CCL4,TFAP2A,eY1H assay,H,,CCL4_TFAP2A,2020
this_paper,CCL4L2,TFAP2A,eY1H assay,H,,CCL4L2_TFAP2A,2020
this_paper,CCL5,TFAP2A,eY1H assay,H,,CCL5_TFAP2A,2020
this_paper,CSF2,TFAP2A,eY1H assay,H,,CSF2_TFAP2A,2020
this_paper,CX3CL1,TFAP2A,eY1H assay,H,,CX3CL1_TFAP2A,2020
this_paper,CXCL8,TFAP2A,eY1H assay,H,,CXCL8_TFAP2A,2020
this_paper,IFNA16,TFAP2A,eY1H assay,H,,IFNA16_TFAP2A,2020
this_paper,IFNL1,TFAP2A,eY1H assay,H,,IFNL1_TFAP2A,2020
this_paper,IL12B,TFAP2A,eY1H assay,H,,IL12B_TFAP2A,2020
this_paper,IL17B,TFAP2A,eY1H assay,H,,IL17B_TFAP2A,2020
this_paper,IL20,TFAP2A,eY1H assay,H,,IL20_TFAP2A,2020
this_paper,IL22,TFAP2A,eY1H assay,H,,IL22_TFAP2A,2020
this_paper,IL3,TFAP2A,eY1H assay,H,,IL3_TFAP2A,2020
this_paper,IL32,TFAP2A,eY1H assay,H,,IL32_TFAP2A,2020
this_paper,KITLG,TFAP2A,eY1H assay,H,,KITLG_TFAP2A,2020
this_paper,PPBP,TFAP2A,eY1H assay,H,,PPBP_TFAP2A,2020
this_paper,TNF,TFAP2A,eY1H assay,H,,TNF_TFAP2A,2020
this_paper,XCL2,TFAP2A,eY1H assay,H,,XCL2_TFAP2A,2020
this_paper,CCL11,TFAP2B,eY1H assay,H,,CCL11_TFAP2B,2020
this_paper,CCL27,TFAP2B,eY1H assay,H,,CCL27_TFAP2B,2020
this_paper,CCL28,TFAP2B,eY1H assay,H,,CCL28_TFAP2B,2020
this_paper,CCL4,TFAP2B,eY1H assay,H,,CCL4_TFAP2B,2020
this_paper,CCL4L2,TFAP2B,eY1H assay,H,,CCL4L2_TFAP2B,2020
this_paper,CCL5,TFAP2B,eY1H assay,H,,CCL5_TFAP2B,2020
this_paper,CSF2,TFAP2B,eY1H assay,H,,CSF2_TFAP2B,2020
this_paper,CX3CL1,TFAP2B,eY1H assay,H,,CX3CL1_TFAP2B,2020
this_paper,CXCL8,TFAP2B,eY1H assay,H,,CXCL8_TFAP2B,2020
this_paper,IL12B,TFAP2B,eY1H assay,H,,IL12B_TFAP2B,2020
this_paper,IL15,TFAP2B,eY1H assay,H,,IL15_TFAP2B,2020
this_paper,IL17B,TFAP2B,eY1H assay,H,,IL17B_TFAP2B,2020
this_paper,IL18,TFAP2B,eY1H assay,H,,IL18_TFAP2B,2020
this_paper,IL20,TFAP2B,eY1H assay,H,,IL20_TFAP2B,2020
this_paper,IL22,TFAP2B,eY1H assay,H,,IL22_TFAP2B,2020
this_paper,IL3,TFAP2B,eY1H assay,H,,IL3_TFAP2B,2020
this_paper,IL32,TFAP2B,eY1H assay,H,,IL32_TFAP2B,2020
this_paper,IL37,TFAP2B,eY1H assay,H,,IL37_TFAP2B,2020
this_paper,KITLG,TFAP2B,eY1H assay,H,,KITLG_TFAP2B,2020
this_paper,OSM,TFAP2B,eY1H assay,H,,OSM_TFAP2B,2020
this_paper,PPBP,TFAP2B,eY1H assay,H,,PPBP_TFAP2B,2020
this_paper,TNF,TFAP2B,eY1H assay,H,,TNF_TFAP2B,2020
this_paper,TNFSF13,TFAP2B,eY1H assay,H,,TNFSF13_TFAP2B,2020
this_paper,TNFSF9,TFAP2B,eY1H assay,H,,TNFSF9_TFAP2B,2020
this_paper,KITLG,TFAP2C,eY1H assay,H,,KITLG_TFAP2C,2020
this_paper,CCL27,TFAP2E,eY1H assay,H,,CCL27_TFAP2E,2020
this_paper,CCL28,TFAP2E,eY1H assay,H,,CCL28_TFAP2E,2020
this_paper,CCL4,TFAP2E,eY1H assay,H,,CCL4_TFAP2E,2020
this_paper,CCL4L2,TFAP2E,eY1H assay,H,,CCL4L2_TFAP2E,2020
this_paper,CSF2,TFAP2E,eY1H assay,H,,CSF2_TFAP2E,2020
this_paper,CXCL8,TFAP2E,eY1H assay,H,,CXCL8_TFAP2E,2020
this_paper,IL12B,TFAP2E,eY1H assay,H,,IL12B_TFAP2E,2020
this_paper,IL18,TFAP2E,eY1H assay,H,,IL18_TFAP2E,2020
this_paper,IL20,TFAP2E,eY1H assay,H,,IL20_TFAP2E,2020
this_paper,IL3,TFAP2E,eY1H assay,H,,IL3_TFAP2E,2020
this_paper,IL32,TFAP2E,eY1H assay,H,,IL32_TFAP2E,2020
this_paper,IL37,TFAP2E,eY1H assay,H,,IL37_TFAP2E,2020
this_paper,KITLG,TFAP2E,eY1H assay,H,,KITLG_TFAP2E,2020
this_paper,TNF,TFAP2E,eY1H assay,H,,TNF_TFAP2E,2020
this_paper,CXCL14,TFAP4,eY1H assay,H,,CXCL14_TFAP4,2020
this_paper,IL12B,TFAP4,eY1H assay,H,,IL12B_TFAP4,2020
this_paper,IL31,TFDP2,eY1H assay,H,,IL31_TFDP2,2020
this_paper,CCL15,TFEC,eY1H assay,H,,CCL15_TFEC,2020
this_paper,XCL1,TFEC,eY1H assay,H,,XCL1_TFEC,2020
this_paper,CCL3,TGIF1,eY1H assay,H,,CCL3_TGIF1,2020
this_paper,IL7,TGIF1,eY1H assay,H,,IL7_TGIF1,2020
this_paper,TNFSF4,TGIF1,eY1H assay,H,,TNFSF4_TGIF1,2020
this_paper,XCL1,TGIF1,eY1H assay,H,,XCL1_TGIF1,2020
this_paper,CCL20,TGIF2LX,eY1H assay,H,,CCL20_TGIF2LX,2020
this_paper,IFNA14,TGIF2LX,eY1H assay,H,,IFNA14_TGIF2LX,2020
this_paper,PPBP,TGIF2LX,eY1H assay,H,,PPBP_TGIF2LX,2020
this_paper,XCL1,TGIF2LX,eY1H assay,H,,XCL1_TGIF2LX,2020
this_paper,CCL28,THRA,eY1H assay,H,,CCL28_THRA,2020
this_paper,IL31,THRA,eY1H assay,H,,IL31_THRA,2020
this_paper,CCL1,THRB,eY1H assay,H,,CCL1_THRB,2020
this_paper,CCL22,THRB,eY1H assay,H,,CCL22_THRB,2020
this_paper,IFNL1,THRB,eY1H assay,H,,IFNL1_THRB,2020
this_paper,IL25,THRB,eY1H assay,H,,IL25_THRB,2020
this_paper,IL31,THRB,eY1H assay,H,,IL31_THRB,2020
this_paper,IL32,THRB,eY1H assay,H,,IL32_THRB,2020
this_paper,CCL18,USF1,eY1H assay,H,,CCL18_USF1,2020
this_paper,CCL3L1,USF1,eY1H assay,H,,CCL3L1_USF1,2020
this_paper,XCL1,USF1,eY1H assay,H,,XCL1_USF1,2020
this_paper,CCL3L1,USF2,eY1H assay,H,,CCL3L1_USF2,2020
this_paper,XCL1,USF2,eY1H assay,H,,XCL1_USF2,2020
this_paper,IFNA7,VAX2,eY1H assay,H,,IFNA7_VAX2,2020
this_paper,PPBP,VSX1,eY1H assay,H,,PPBP_VSX1,2020
this_paper,PPBP,VSX2,eY1H assay,H,,PPBP_VSX2,2020
this_paper,CCL1,WT1,eY1H assay,H,,CCL1_WT1,2020
this_paper,CCL11,WT1,eY1H assay,H,,CCL11_WT1,2020
this_paper,CCL14,WT1,eY1H assay,H,,CCL14_WT1,2020
this_paper,CCL21,WT1,eY1H assay,H,,CCL21_WT1,2020
this_paper,CCL22,WT1,eY1H assay,H,,CCL22_WT1,2020
this_paper,CCL24,WT1,eY1H assay,H,,CCL24_WT1,2020
this_paper,CCL26,WT1,eY1H assay,H,,CCL26_WT1,2020
this_paper,CCL4,WT1,eY1H assay,H,,CCL4_WT1,2020
this_paper,CCL4L2,WT1,eY1H assay,H,,CCL4L2_WT1,2020
this_paper,CSF2,WT1,eY1H assay,H,,CSF2_WT1,2020
this_paper,CX3CL1,WT1,eY1H assay,H,,CX3CL1_WT1,2020
this_paper,CXCL3,WT1,eY1H assay,H,,CXCL3_WT1,2020
this_paper,CXCL5,WT1,eY1H assay,H,,CXCL5_WT1,2020
this_paper,IFNL1,WT1,eY1H assay,H,,IFNL1_WT1,2020
this_paper,IL17B,WT1,eY1H assay,H,,IL17B_WT1,2020
this_paper,IL1RN,WT1,eY1H assay,H,,IL1RN_WT1,2020
this_paper,IL23A,WT1,eY1H assay,H,,IL23A_WT1,2020
this_paper,IL25,WT1,eY1H assay,H,,IL25_WT1,2020
this_paper,IL27,WT1,eY1H assay,H,,IL27_WT1,2020
this_paper,IL31,WT1,eY1H assay,H,,IL31_WT1,2020
this_paper,IL32,WT1,eY1H assay,H,,IL32_WT1,2020
this_paper,OSM,WT1,eY1H assay,H,,OSM_WT1,2020
this_paper,TNFSF10,WT1,eY1H assay,H,,TNFSF10_WT1,2020
this_paper,TNFSF12,WT1,eY1H assay,H,,TNFSF12_WT1,2020
this_paper,TNFSF13,WT1,eY1H assay,H,,TNFSF13_WT1,2020
this_paper,TNFSF8,WT1,eY1H assay,H,,TNFSF8_WT1,2020
this_paper,CXCL14,ZBTB1,eY1H assay,H,,CXCL14_ZBTB1,2020
this_paper,CCL24,ZBTB10,eY1H assay,H,,CCL24_ZBTB10,2020
this_paper,CCL4,ZBTB10,eY1H assay,H,,CCL4_ZBTB10,2020
this_paper,CCL4L2,ZBTB10,eY1H assay,H,,CCL4L2_ZBTB10,2020
this_paper,CXCL3,ZBTB10,eY1H assay,H,,CXCL3_ZBTB10,2020
this_paper,CXCL5,ZBTB10,eY1H assay,H,,CXCL5_ZBTB10,2020
this_paper,IFNL4,ZBTB10,eY1H assay,H,,IFNL4_ZBTB10,2020
this_paper,IL12B,ZBTB10,eY1H assay,H,,IL12B_ZBTB10,2020
this_paper,IL20,ZBTB10,eY1H assay,H,,IL20_ZBTB10,2020
this_paper,IL27,ZBTB10,eY1H assay,H,,IL27_ZBTB10,2020
this_paper,IL31,ZBTB10,eY1H assay,H,,IL31_ZBTB10,2020
this_paper,IL32,ZBTB10,eY1H assay,H,,IL32_ZBTB10,2020
this_paper,LTA,ZBTB10,eY1H assay,H,,LTA_ZBTB10,2020
this_paper,TNFSF12,ZBTB14,eY1H assay,H,,TNFSF12_ZBTB14,2020
this_paper,TNFSF14,ZBTB14,eY1H assay,H,,TNFSF14_ZBTB14,2020
this_paper,IFNA13,ZBTB26,eY1H assay,H,,IFNA13_ZBTB26,2020
this_paper,CCL1,ZBTB38,eY1H assay,H,,CCL1_ZBTB38,2020
this_paper,IL32,ZBTB7A,eY1H assay,H,,IL32_ZBTB7A,2020
this_paper,IL31,ZBTB7B,eY1H assay,H,,IL31_ZBTB7B,2020
this_paper,IL32,ZBTB7B,eY1H assay,H,,IL32_ZBTB7B,2020
this_paper,CCL1,ZCCHC10,eY1H assay,H,,CCL1_ZCCHC10,2020
this_paper,IFNG,ZCCHC7,eY1H assay,H,,IFNG_ZCCHC7,2020
this_paper,CCL1,ZDHHC11,eY1H assay,H,,CCL1_ZDHHC11,2020
this_paper,IL7,ZDHHC11,eY1H assay,H,,IL7_ZDHHC11,2020
this_paper,LTA,ZDHHC11,eY1H assay,H,,LTA_ZDHHC11,2020
this_paper,TNFSF8,ZDHHC11,eY1H assay,H,,TNFSF8_ZDHHC11,2020
this_paper,IL7,ZDHHC12,eY1H assay,H,,IL7_ZDHHC12,2020
